city,name,location,airconditioning,freeparking,hairdryer,heating,hostedbyabusiness,kitchen,pool,washer,wifi,roomtype,detailed_location,guests,bedrooms,beds,bathrooms,discountedprice,score,price,reviewnumber,link,air_conditioning,baby_bath,baby_monitor,babysitter_recommendations,baking_sheet,barbecue_utensils,bathtub,beach_essentials,beachfront,bed_linens,bread_maker,breakfast,building_staff,cable_,carbon_monoxide_alarm,changing_table,children,cleaning_before_checkout,coffee_maker,cooking_basics,crib,darkening_shades,dishes_and_silverware,dishwasher,dryer,elevator,essentials,ethernet_connection,extra_pillows_and_blankets,fire_extinguisher,fireplace_guards,first_aid_kit,free_parking_on_premises,free_street_parking,friendly_workspace,game_console,garden_or_backyard,gym,hair_dryer,hangers,heating.1,high_chair,host_greets_you,hot_tub,hot_water,in,indoor_fireplace,iron,keypad,kitchen.1,lake_access,laptop,lock_on_bedroom_door,lockbox,long_term_stays_allowed,luggage_dropoff_allowed,microwave,n_,outlet_covers,oven,pack_,paid_parking_off_premises,paid_parking_on_premises,patio_or_balcony,piano,pocket_wifi,pool.1,private_entrance,private_living_room,refrigerator,room,s_books_and_toys,s_dinnerware,shampoo,shower_gel,single_level_home,ski,smart_lock,smoke_alarm,stair_gates,stove,table_corner_guards,unavailable,washer.1,waterfront,wifi.1,window_guards,reviews,response_time,response_rate,languages
San Jose (Costa Rica),Chalet  Cabaña en Coronado con vista panorámica. ,Vázquez de Coronado,0,1,0,0,0,1,0,0,1,Entire guesthouse,Vázquez de Coronado,2.0,1,1.0,1.5,57.0,4.75,69,4.0,http://airbnb.com/rooms/42666409?location=San%20Jose%2C%20Costa%20Rica&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=e0266646-5b91-42fa-bf03-71cb5280eb65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[''],Unknown,Unknown,['Unknown']
New York,Spacious light room in a cool neighborhood ,New York,1,0,0,0,0,1,0,0,1,Private room,Chinatown,2.0,1,1.0,1,49.0,4.29,49,82.0,http://airbnb.com/rooms/21981789?location=Manhattan%2C%20New%20York%20City%2C%20New%20York%2C%20Verenigde%20Staten&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=9bb522b8-e825-401d-bdf9-539cdf617f65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['SheyenneFebruary 2020Very nice place. Great location. Quick responses. Clean. Thank you so much!**', '**AnaFebruary 2020Great value for what you get in Manhattan and it is right next to the F subway. Being on the ground floor with a room next to the main entrance door and street ', ' it does get really loud. The bed is slanted in the room I was in so it was uncomfortable. Angie did a great job with response time when the bathroom was messy from other people staying there.Great value for what you get in Manhattan and it is right next to the F subway. Being on the ground floor with a room next to the main entrance door and street ', ' it does get really… read more**', '**ArlenaDecember 2019Awesome location! You get what you pay for!**', '**ZackDecember 2019Great location and FANTASTIC communication. Nothing spectacular but highly recommend if you need a place to crash for a night or two in NYC**', '**DianaDecember 2019This was my first Airbnb experience. The host made me feel very comfortable and had a quick response time, which was great! The location is right in Chinatown. It was a beautiful area to be in. It is not far from subways, 9/11 memorial, and the the Statue of Liberty. I would stay here again!This was my first Airbnb experience. The host made me feel very comfortable and had a quick response time, which was great! The location is right in Chinatown. It was a beautiful a… read more**', '**LeoNovember 2019Subway was down the street. Saved money and time. Sharing is not ideal but was worth the price. Recommend if you are on a budget.**', '**']",within an hour,100,['Unknown']
San Jose (Costa Rica),★★★ Descanso y confort en serena zona ,Curridabat,0,1,0,0,0,1,0,0,1,Entire apartment,Curridabat,2.0,1,1.0,1,28.0,4.94,31,18.0,http://airbnb.com/rooms/32497100?location=San%20Jose%2C%20Costa%20Rica&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=690c9b26-cea2-4136-af00-14dfa8e3b592,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,1,0,"[""MauricioApril 2019excellent place, very safe and silvia's attention was excellent, 100 recommended**"", '**WalterFebruary 2020Awesome, brand new (but cozy) and sparkling clean. Thanks so much Sylvia and Salomon for the excellent service!!!**', '**NatalieAugust 2019Sylvia and Salomon’s place is very quiet and clean. I felt very comfortable in their apartment. They are wonderful hosts! They are always happy to help you and answers your questions. The area is safe and close to supermarkets and restaurants. Highly recommended! :)Sylvia and Salomon’s place is very quiet and clean. I felt very comfortable in their apartment. They are wonderful hosts! They are always happy to help you and answers your questio… read more**', '**RennyJanuary 2020Estube 9 dias alojado en este lugar y todo me encanto, full limpieza, buenos olores, no disturbios, implementos u articulos basicos para la cocina, de facil acceso al vehiculo y sobre todo una zona muy segura y trankila, los recomiendo 100%..felicidades a los anfitriones.**', '**YadiraJanuary 2020Pasamos 8 dias en el apartamento ubicado en un area tranquila de Curridabat.  Salomon, el esposo de Sylvia, nos recibio muy amablemente y nos condujo al apartamento.  Fueron muy hospitalarios y en todo momento que se les necesito para una consulta o ayuda, estuvieron disponibles.  Recomiendo los apartamentos.**', '**Ana HazelSeptember 2019Un lugar muy lindo y confortable, buena comunicación, buena atención, excelente aseo tanto en exteriores como en interiores. \nEs un sitio que recomiendo sin lugar a dudas.**', '**']",within an hour,100,"['English', ' Français', ' Português', ' Español']"
Charlotte,Modern private master bedroom in the Queen City ,Charlotte,1,1,0,0,0,0,0,0,1,Private room,Charlotte,2.0,1,1.0,1,59.0,4.95,59,129.0,http://airbnb.com/rooms/32235935?location=Charlotte%2C%20NC%2C%20United%20States&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=aacdd655-7fdb-4715-b03f-484f5eea7ab3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,2,1,0,1,0,"['TorkwaseMay 2020My stay with Carolina has been AMAZING! So much so that I have already booked her again! The bed is soooo soft & comfy, I haven’t slept that well in years!**', '**ShawnApril 2020Carolina was a gracious and warm host. She made my stay feel just like home.**', '**KimFebruary 2020Quiet clean lovely accommodations.  Enjoyed my stay.**', '**JessicaFebruary 2020This place was great! I was in charlotte for a night before a flight and the room was so clean and spacious. I felt right at home.**', ""**CydneeFebruary 2020This is such a comfy and cozy place to stay! We were traveling from the west cost to the Bahamas and had a long lay over in Charlotte, so we spent the night at Carolina's! It was just what we were looking for...close to the airport and the suite is perfect and the bed is so comfortable! Carolina is so sweet and was the perfect host. We would not hesitate to stay again. This is a gem!This is such a comfy and cozy place to stay! We were traveling from the west cost to the Bahamas and had a long lay over in Charlotte, so we spent the night at Carolina's! It was j… read more**"", '**OliviaFebruary 2020Carolina was very kind and welcoming. Her place is beautiful, clean, and the bedroom/bathroom were amazing. Perfect place for a business trip, or homey spot for a Charlotte get away. Highly recommend, and will be back this summer.**', '**']",within an hour,100,"['English', ' Español']"
Amman,Unique Rooftop Studio in Amman ,Amman,1,0,0,0,0,1,0,0,1,Entire loft,Amman,3.0,1,2.0,1.5,116.0,4.81,116,16.0,http://airbnb.com/rooms/21924086?location=Amman%2C%20Jordani%C3%AB&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=b0626a25-ebe3-4363-b713-4c28f4719252,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,"['CharlesMay 2019Great space and host and the location is quiet and close to best places in Amman!**', ""**LizaMarch 2018Tala's place was really lovely. She and her family were super. The apartment was nice"", '', 'lots of lovely light and comfortable spaces. The neighborhood was safe and quiet, and easy to get around. A great place to stay.**', '**ThenyanFebruary 2020Was my second time, really it’s a wonderful place. Lovely views and Easy to Check in.**', '**Ahmad (Matt)December 2018The area is fantastic, in the middle of everywhere.\nThe house is spacious and cozy , wonderful night and morning views from the terrace. Comfortable couches and bed, nice bathroom and shower, equipped kitchen.**', '**NiveenNovember 2018its an amazing place to spend at ; nice apartment with a great view  , i highly  recommend it  :)**', '**StewartOctober 2018Tala was very helpful and quite accommodating. Would recommend**', '**']",within a day,50,['Unknown']
Rome,CAMERA DOPPIA/TWIN SHARED WC NEAR TERMINI/COLOSSEO ,Roma,1,0,0,0,1,1,0,0,1,Private room,Roma Centro,3.0,1,3.0,2.5,38.0,4.65,45,168.0,http://airbnb.com/rooms/21824798?location=Rome%2C%20Itali%C3%AB&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=818e2cbc-cfe3-4f16-ae61-08c4e74720c4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,1,0,1,0,"['AmyJanuary 2020Great place. I really appreciated the enforcement of quiet hours (i think it was 11:00pm', '6:00am) since there were many other guests the whole time we were there.  Instructions were clear and the location was very clean.**', ""**RuNovember 2019Always apprehensive about staying in an Airbnb when I don't speak the language. So much can go wrong. From the moment we touched down Andrei was responding to our messages and helping us navigate to the Airbnb. He also helped us figure out public transportation to catch a walking tour later that evening and to the quickest way to get to our boat for our cruise.\n\nThe street adjacent to the Airbnb felt a little sketchy, but again, that could be just because I didn't know the language and felt uneasy about communication barriers. Having the metro RIGHT AROUND THE CORNER was an absolute amazing plus, especially with the Termini just 1 stop away.\n\nThe shared bathrooms were not a problem because they had multiple bathrooms so we never couldn't use the shower/toilet when needed! \n\nAbsolute 5 stars and a recommendation for others traveling to Rome and needing one night or a whole week. Very convenient.Always apprehensive about staying in an Airbnb when I don't speak the language. So much can go wrong. From the moment we touched down Andrei was responding to our messages and help… read more**"", '**GaryOctober 2019Convenient location and prompt communication, easy check', 'in.**', '**MingOctober 2019Andrei responded very quickly to questions while we were looking for a place very close to the Termini Station that could accommodate both of us in one queen (I think) bed. He was very helpful at checkin with providing information and a map for area sites and exact Instructions as to how we could catch the airport shuttle very early the next morning.  Andrei was very accommodating about our early arrival and allowed us to leave our bags at the apartment before official check in time. We appreciated Andrei and Luna’s clean and quiet apartment, nice large room, and clear instructions for guests, designed to optimize the experience\nFor everyone and keep things quiet at night.  FYI Showers are prohibited between 11 pm to 6 am, and no outside guests are allowed on premises. Bathrooms and public places were very clean and all instructions clear, helpful and concise.  We were grateful for that. We had a good stay and found this place to be an excellent value and our hosts to be exceptionally helpful and accommodating.**', '**WhiskyOctober 2019I would definitely recommend if you are in Rome!**', '**HarrisonSeptember 2019Excellent place to stay and very accommodating.**', '**']",within an hour,100,"['English', ' Italiano', ' Español']"
San Jose (Costa Rica),"Cuarto tranquilo, confortable y céntrico! ",San Isidro de El General,0,1,0,0,0,1,0,0,1,Private room,San Isidro de El General,2.0,1,1.0,1,12.0,4.94,13,35.0,http://airbnb.com/rooms/32498158?location=San%20Jose%2C%20Costa%20Rica&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=ca4144d3-4857-46ec-83ae-ce20babcd76c,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,5,1,0,1,0,"['BrettMarch 2020Communicative and responsive, clean area with secure parking**', '**PaulaJuly 2019Anni’s home is very warm and welcoming and clean and she goes out of her way to make your stay very comfortable.   It is in a very convenient location.**', '**MiguelJune 2020Great place!**', '**MiguelMay 2020Awesome**', '**JenApril 2020Clean room and house.  Anaís is very kind and helpful.  I would stay there again.  I made a new friend! Xoxo**', '**AndreaAugust 2019Big clean room in a quiet house. Anni is a lovely host we had a good stay.**', '**']",within an hour,100,['Español']
Cape Town,Ultramodern studio in refurbished Woodstock ,Cape Town,0,1,0,0,0,1,1,0,1,Entire apartment,Cape Town,2.0,Studio,1.0,1,28.0,4.6,35,5.0,http://airbnb.com/rooms/32561694?location=Cape%20Town%2C%20West-Kaap%2C%20Zuid-Afrika&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=0fa5a832-c935-4deb-b062-ce0f1f7744b3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,3,1,0,1,0,"['AmberFebruary 2020This place was absolutely stunning. The minimal decor had everything effortlessly stylish. Great communication with the hosts, great location. Thank you once again for being as flexible as possible with the check out times. Defs coming back!**', '**ZafieraOctober 2019Clean\nModern\nStylish**', '**ZubayrOctober 201910/10 would recommend to other people. Everything was very nice and the building felt very secure and safe**', '**EliznaApril 2019Great apartment! Modern and stylish. Close to the highway and the Old Biscuit Mill. Thanks :))**', '**DintweMarch 2019Great place set', 'up and  cleanliness **', '**']",within an hour,95,['Unknown']
Rome,TiburNest ,Roma,1,0,0,0,0,1,0,1,1,Entire apartment,Roma,6.0,2,4.0,1,44.0,4.92,47,141.0,http://airbnb.com/rooms/27716339?location=Rome%2C%20Itali%C3%AB&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=05620973-771a-4745-8fe8-df011c35e6ed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[''],Unknown,Unknown,['Unknown']
Rio de Janeiro,❤️Copa Superhost Família  2 Qts  Viva o Rio a pé ,Rio de Janeiro,1,0,0,0,0,1,0,0,1,Entire apartment,Rio de Janeiro,5.0,2,4.0,3,39.0,4.88,42,153.0,http://airbnb.com/rooms/1851472?location=Rio%20de%20Janeiro%2C%20Brazili%C3%AB&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=b59f2160-ed43-40d6-803c-5abb9cdf7ec0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,2,1,0,1,0,"['LauraMarch 2018The apartment was in walking distance to the Copacabana and Ipanema beach. The building was very secure and easy to checkin and out. The host were very communicative and eager to help in case we needed anything. It was everything that we needed for a couple of days in Rio.The apartment was in walking distance to the Copacabana and Ipanema beach. The building was very secure and easy to checkin and out. The host were very communicative and eager to h… read more**', ""**BeverlyMarch 2016The apartment was wonderful and even though Emerson and Vanessa wasn't there, they made sure to check in the whole time in order to make sure we were OK! I loved Rio and can't wait to visit again. I would definitely stay here again. **"", '**RachaelJanuary 2015The host was very nice and helpful, responded right away to any questions I had. The location was great and it was a bonus having a doorman. The space was good for our needs. **', ""**BryanJanuary 2014Great place to stay!  Three blocks from the beach and from the lagoon.  Apartment was beautiful and had everything you need and more.  Easily slept 5 comfortably and building was great and felt super safe.  Best of all is Vanessa the host who bent over backwards to ensure our stay was perfect.  She spent an hour when we arrive orienting us to the city and providing recommendations and maps.   On another day she took us on a tour of the soccer stadium and old downtown Rio providing us a history of Brazil and the city.  Can't say enough good things about her and her apartment!**"", '**AlcidesMarch 2020great value! great communication. definitely Recommend**', '**MichalisMarch 2020We (two couples) stayed in Vanessa and Emerson’s flat for a week. We had a great time, the flat is well equipped with a lovely location. Vanessa and Emerson were also really helpful! Highly recommended!**', '**']",within an hour,100,"['English', ' Français', ' Português', ' Español']"
Auckland,La Petite Annexe  no additional cleaning fee! ,Auckland,0,0,0,1,0,0,0,0,1,Entire guest suite,Auckland,2.0,1,1.0,1,62.0,4.95,71,59.0,http://airbnb.com/rooms/22706553?location=Auckland%2C%20Nieuw-Zeeland&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=e3b67060-3ae6-43db-9c57-9113ad666020,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3,1,0,1,0,"['AngelinaJanuary 2020Absolutely loved our stay at Jo and Ken’s place. The apartment is simply adorable… stylish, clean and comfortable, And the neighborhood was fantastic. We loved spending our mornings down at the lake near the end of the street walking and exercising, and it was an easy walk to the beach. Lots of great restaurants in the area too! We would definitely stay again.Absolutely loved our stay at Jo and Ken’s place. The apartment is simply adorable… stylish, clean and comfortable, And the neighborhood was fantastic. We loved spending our morning… read more**', '**BronwynOctober 2019The hosts are helpful and friendly and you’ll find the location is very close to Milford shops and cafes while still being tranquil and completely private. I liked the comfort of the living space and uniqueness of the garden setting.**', '**BronwynSeptember 2019This little apartment is tranquil and lovely. The owners are thoughtful and they have a list of good places to explore if you’re new to the area.**', '**BronwynSeptember 2019The location is really convenient as it is within an easy 5', 'minute walk of the Milford shops, bus stop, and some lovely cafes and small restaurants. The hosts are friendly people and very thoughtful in providing supplies. This is a good place for a couple or single person traveling as it is quiet, sunny, private, and tastefully furnished.The location is really convenient as it is within an easy 5', 'minute walk of the Milford shops, bus stop, and some lovely cafes and small restaurants. The hosts are friendly people a… read more**', '**LeaSeptember 2018Jo’s place was in a great location, parking was easy and we were close enough to the city. The instructions for check in were very clear and we found the place easily. The snacks provided were a great touch and the morning croissants were so delicious! We would definitely book again if we are ever in the area.Jo’s place was in a great location, parking was easy and we were close enough to the city. The instructions for check in were very clear and we found the place easily. The snacks p… read more**', ""**GraemeJune 2020I stay regularly at Jo's place and is the most enjoyable place to stay that I have experienced. Jo is a wonderful host. Her place is always sparkling clean and immaculate with lovely touches. Will be back again! Highly recommended for a couple wanting an intimate cosy lovely place to stay.I stay regularly at Jo's place and is the most enjoyable place to stay that I have experienced. Jo is a wonderful host. Her place is always sparkling clean and immaculate with love… read more**"", '**']",within an hour,100,['Unknown']
Mexico City,Departamento en zona bonita y tranquila. ,Ciudad de México,0,0,0,0,0,1,0,0,1,Entire apartment,San Diego Churubusco/Country Club,4.0,2,2.0,1,21.0,4.56,24,9.0,http://airbnb.com/rooms/34752655?location=Mexico-Stad%2C%20Mexico&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=6e418333-59a0-42dc-bae7-830930eb62d9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,1,0,"['MarielaDecember 2019The place is located in a great calm area. There is taquerias around to start up your day with some typical tacos.\nAlso very useful, a pharmacy and a doctor just in the corner. In addition to that there was a convenience store near the pharmacy and nice park.The place is located in a great calm area. There is taquerias around to start up your day with some typical tacos.\nAlso very useful, a pharmacy and a doctor just in the corner. In… read more**', '**LuisApril 2020Demasiado  exagerado**', '**LuisJanuary 2020Es un buen lugar, es agradable y hogareño, la zona está bastante buena, tiene una estación de tren cerca y tiene muchos supers cerca, además se me hizo una zona muy segura, Eric siempre está atento a cualquier duda.**', '**Lizbeth GuadalupeJanuary 2020Departamento cerca del metro par llegar a todos lados y muy cómodo.**', '**MichelleDecember 2019Un espacio cómodo, tranquilo para descansar y limpio. Una buena opción para hospedarte en CDMX.**', '**MariaAugust 2019me encanto el departamento, es perfecto para 4 personas, la zona es super segura y cuenta con varios negocios al rededor que resultan de gran utilidad, las camas son muy cómodas y tiene un aspecto acogedor, mi experiencia fue mucho mejor de lo que esperaba. El anfitrión eric fue muy amable y atento para resolver mis dudas por lo que recomiendo este hospedaje ampliamenteme encanto el departamento, es perfecto para 4 personas, la zona es super segura y cuenta con varios negocios al rededor que resultan de gran utilidad, las camas son muy cómodas y… read more**', '**']",within an hour,86,['Unknown']
Bangkok,Rooftop/Penthouse Suite close to BTS ,Bangkok,1,0,0,0,0,1,1,0,1,Entire apartment,Upper Sukhumvit,3.0,1,1.0,1,38.0,4.48,51,98.0,http://airbnb.com/rooms/8095059?location=Bangkok%20Thailand&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=b1cf2f48-ee72-458d-8ea9-ce089e79a30d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[''],Unknown,Unknown,['Unknown']
Bangkok,❤️AirportLink❤️ Sukhumvit NANA MaxValu 2BR(4PAX) ,Khet Ratchathewi,1,0,0,0,0,0,0,0,1,Entire apartment,Ratchathewi/Phaya Thai,4.0,2,2.0,1.5,25.0,4.92,29,24.0,http://airbnb.com/rooms/36489656?location=Bangkok%20Thailand&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=ca022923-0b25-46da-a5f8-2808f4ff0f11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,2,1,0,1,0,"['BoubkerMarch 2020I recommend**', '**JohannaFebruary 2020very nice**', '**AlbertJanuary 2020The place is just as decribed. Clean and the location is perfect! Owner’s response time is impeccable as he always try to help with whatever your needs in Bangkok!**', '**PhilipNovember 2019Clean place in a great location. Would definitely stay there again.**', ""**SimonNovember 2019Good stay. Slightly removed from the busy areas but that's great when you want to get away from the business of Bangkok while still being close to all the action.**"", '**Jennica BiancaNovember 2019Thank you for being accommodating & for the fast response to my messages!\n\nI think it would be nice if you will provide rag/mat inside the toilet.. nonetheless i rate 5/5  i would love to go back at your space!**', '**']",within an hour,100,"['中文 (简体)', ' English', ' 日本語', ' 한국어']"
San Francisco,Gorgeous Designer One Bedroom and Bath ,San Francisco,0,0,0,0,0,1,0,0,1,Entire condominium,SoMa,2.0,1,1.0,1,252.0,4.85,252,95.0,http://airbnb.com/rooms/21010862?location=San%20Francisco%2C%20Californi%C3%AB%2C%20Verenigde%20Staten&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=58943fef-0465-4af5-b1fd-dd877d8a00aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[''],Unknown,Unknown,['Unknown']
Bangkok,"Spacious room for 24 persons, 2min to MRT ",Khet Bang Sue,1,0,0,0,0,1,1,0,1,Entire condominium,Bang Sue,4.0,1,1.0,1,35.0,4.91,35,45.0,http://airbnb.com/rooms/26582841?location=Bangkok%20Thailand&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=8af0b187-d485-4747-ad17-4e95a35f5c8a,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,2,1,0,1,0,"['AnothaiAugust 2019Place is great**', '**JefferyFebruary 2019Wonderful place to stay. Here are some of the reasons you should stay here:\n\n1.  Clean and Secure\n2. Quiet\n3. Near public Transportation ( MRT Purple Line)\n4. Near grocery store, convenience stores, & restaurants\n5. Near Don Mueang airport\n6. Helpful and responsive host!!\n\nJeff W**', '**TrangFebruary 2019This place looks exactly like it does in the photos. The space is brand new, clean, spacious, and modern. The basic amenities are provided. There is a washer and dryer machine on the 2nd floor which cost very little to do your laundry. Location wise it is quite a bit far from most places.. you would have to take the MRT to explore. We used the GrabApp and Taxi which was was inexpensive and affordable. There is a 7/11 down the st and a big supermarket that is a 5 min walk. Overall great place. Would recommend to others!**', '**TonyJanuary 2019Great place to come for a few days. Easy walking distance to the MRT line to get to downtown. Outside of the hustle and bustle from downtoen.**', '**EthanSeptember 2018Fantastic place. Clean, home', 'y, close to public transportations and shopping super markets. Everything you need for a stay over seas. It was truly a little sad to leave the place because we loved it so much. Come here if you can guys!**', '**LeonJune 2020A great host and an awesome place. A bit far from the city centre but close to MRT, Super Market and Banks. A perfect place for longer stay and not going into town too often.**', '**']",within an hour,100,"['English', ' ภาษาไทย']"
